Year of Birth,Sex,City,State,Zip,Residence County,License Class,Status,Privilege,Year of Expiration
1996,M,SEATTLE,WA,98101,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1973,F,TACOMA,WA,98406,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1972,F,KENT,WA,98042,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1989,M,SPOKANE VALLEY,WA,99206,OUT-OF-STATE,DM,SURRENDERED,FULL,2026
1984,M,TACOMA,WA,98407,OUT-OF-STATE,D,VALID,FULL,2025
1983,F,ZILLAH,WA,98953,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1951,M,BELLINGHAM,WA,98226,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1977,M,SEATTLE,WA,98102,OUT-OF-STATE,D,VALID,FULL,2028
1986,M,TACOMA,WA,98444,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1996,M,OAK HARBOR,WA,98278,OUT-OF-STATE,D,VALID,FULL,2025
1970,F,BELLINGHAM,WA,98226,OUT-OF-STATE,D,VALID,FULL,2028
1988,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1992,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1962,M,VANCOUVER,WA,98682,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1983,F,SILVERDALE,WA,98315,OUT-OF-STATE,D,SUSPENDED,FULL,2029
1988,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1988,M,BELLEVUE,WA,98006,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1986,M,SPOKANE VALLEY,WA,99016,OUT-OF-STATE,D,VALID,FULL,2029
1996,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1996,M,FEDERAL WAY,WA,98023,OUT-OF-STATE,D,SUSPENDED,FULL,2027
1992,M,PORT ORCHARD,WA,98366,OUT-OF-STATE,D,VALID,FULL,2029
1989,F,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1926,F,BOTHELL,WA,98011,OUT-OF-STATE,D,VALID,FULL,2028
1943,F,TACOMA,WA,98407,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1951,F,NORMANDY PARK,WA,98166,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1983,M,KIRKLAND,WA,98033,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1982,M,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1988,F,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1991,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1996,F,SEATTLE,WA,98144,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1996,M,BELLINGHAM,WA,98226,OUT-OF-STATE,D,VALID,FULL,2025
1966,F,BAINBRIDGE ISLAND,WA,98110,OUT-OF-STATE,D,VALID,FULL,2027
1990,M,BREMERTON,WA,98312,OUT-OF-STATE,D,VALID,FULL,2028
1997,M,LACEY,WA,98516,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1997,M,BREMERTON,WA,98312,OUT-OF-STATE,D,VALID,FULL,2030
1990,F,SPOKANE,WA,99207,OUT-OF-STATE,D PERMIT,VALID,FULL,2026
1998,F,BREMERTON,WA,98312,OUT-OF-STATE,D,VALID,FULL,2027
1998,F,SEATTLE,WA,98125,OUT-OF-STATE,D PERMIT,VALID,FULL,2025
1991,M,ISSAQUAH,WA,98027,OUT-OF-STATE,D,VALID,FULL,2028
1963,F,SEQUIM,WA,98382,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1980,F,KIRKLAND,WA,98033,OUT-OF-STATE,D,VALID,FULL,2025
1970,M,CAMAS,WA,98607,OUT-OF-STATE,D,VALID,FULL,2025
1974,M,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1989,F,SEATTLE,WA,98119,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1977,F,PUYALLUP,WA,98371,OUT-OF-STATE,D,SUSPENDED,FULL,2026
1987,M,COVINGTON,WA,98042,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1982,F,PUYALLUP,WA,98375,OUT-OF-STATE,D,VALID,FULL,2025
1999,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,VALID,FULL,2027
1958,M,RENTON,WA,98058,OUT-OF-STATE,DM,SURRENDERED,FULL,2028
1998,M,SEATTLE,WA,98101,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1992,M,BELLEVUE,WA,98007,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1996,F,BELLEVUE,WA,98006,OUT-OF-STATE,D,VALID,FULL,2029
1993,M,SEATTLE,WA,98112,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1960,M,SEATTLE,WA,98101,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1976,M,LACEY,WA,98503,OUT-OF-STATE,D,VALID,FULL,2028
1998,F,TACOMA,WA,98402,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1990,F,MCCHORD AFB,WA,98439,OUT-OF-STATE,D,VALID,FULL,2029
1942,F,SEATTLE,WA,98101,OUT-OF-STATE,D,VALID,FULL,2028
1984,F,POULSBO,WA,98370,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1998,F,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1968,M,SEATTLE,WA,98144,OUT-OF-STATE,D,VALID,FULL,2027
1997,M,SEATTLE,WA,98199,OUT-OF-STATE,D,SUSPENDED,FULL,2025
1993,F,MILL CREEK,WA,98012,OUT-OF-STATE,D PERMIT,VALID,FULL,2026
1976,M,LAKE FOREST PARK,WA,98155,OUT-OF-STATE,D,VALID,FULL,2030
1973,F,SEATTLE,WA,98117,OUT-OF-STATE,D,VALID,FULL,2027
1983,F,DUPONT,WA,98327,OUT-OF-STATE,D,VALID,FULL,2030
1943,M,SEATTLE,WA,98126,OUT-OF-STATE,ID ONLY,,,2027
1982,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1997,F,OAK HARBOR,WA,98277,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1986,M,SEATTLE,WA,98106,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1994,M,BELLEVUE,WA,98007,OUT-OF-STATE,ID ONLY,,,2027
1955,F,SPOKANE,WA,99208,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1987,M,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,VALID,FULL,2031
1985,M,SEATTLE,WA,98144,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1979,M,SEATTLE,WA,98108,OUT-OF-STATE,E,SURRENDERED,FULL,2027
1981,F,SEATTLE,WA,98115,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1973,M,SEATTLE,WA,98104,OUT-OF-STATE,ID ONLY,,,2031
1989,F,SEATTLE,WA,98121,OUT-OF-STATE,D,VALID,FULL,2028
1951,F,GIG HARBOR,WA,98332,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1990,M,SPANAWAY,WA,98387,OUT-OF-STATE,D,VALID,FULL,2029
1978,M,SAMMAMISH,WA,98075,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1955,M,OLYMPIA,WA,98502,OUT-OF-STATE,D,VALID,FULL,2027
1983,F,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1988,M,SPOKANE,WA,99201,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1996,M,REDMOND,WA,98052,OUT-OF-STATE,ID ONLY,,,2028
1976,M,MOUNTLAKE TERRACE,WA,98043,OUT-OF-STATE,E,SUSPENDED,FULL,2026
1992,F,GIG HARBOR,WA,98332,OUT-OF-STATE,ID ONLY,,,2026
1987,M,SEATTLE,WA,98119,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1992,M,TACOMA,WA,98407,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1979,F,BELLINGHAM,WA,98229,OUT-OF-STATE,D,SUSPENDED,FULL,2025
1994,F,SEATTLE,WA,98118,OUT-OF-STATE,ID ONLY,,,2026
1994,F,SEATTLE,WA,98109,OUT-OF-STATE,D,VALID,FULL,2025
1994,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1979,M,REDMOND,WA,98052,OUT-OF-STATE,D,VALID,FULL,2029
1990,M,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1988,F,STEILACOOM,WA,98388,OUT-OF-STATE,DM,VALID,FULL,2028
1973,M,SEATAC,WA,98188,OUT-OF-STATE,E,VALID,FULL,2024
1971,M,SEATTLE,WA,98102,OUT-OF-STATE,DM,VALID,FULL,2026
1992,M,RENTON,WA,98057,OUT-OF-STATE,D,VALID,FULL,2030
1991,F,MCCHORD AFB,WA,98439,OUT-OF-STATE,D,VALID,FULL,2028
1934,M,BREMERTON,WA,98310,OUT-OF-STATE,D,VALID,FULL,2029
1983,M,LACEY,WA,98516,OUT-OF-STATE,D,SUSPENDED,FULL,2029
1988,M,SEATTLE,WA,98126,OUT-OF-STATE,ID ONLY,,,2026
1980,M,KIRKLAND,WA,98034,OUT-OF-STATE,ID ONLY,,,2025
1989,M,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1988,F,SNOHOMISH,WA,98290,OUT-OF-STATE,D,VALID,FULL,2025
1991,M,SEATTLE,WA,98116,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1983,M,LACEY,WA,98516,OUT-OF-STATE,D,VALID,FULL,2031
1984,M,SPOKANE,WA,99202,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1979,F,SPOKANE,WA,99217,OUT-OF-STATE,D,VALID,FULL,2029
1989,M,TWISP,WA,98856,OUT-OF-STATE,D,SUSPENDED,FULL,2029
1994,M,SEATTLE,WA,98107,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1991,F,BONNEY LAKE,WA,98391,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1972,F,DUPONT,WA,98327,OUT-OF-STATE,D,VALID,FULL,2028
1968,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1970,M,AIRWAY HGTS,WA,99001,OUT-OF-STATE,DM,VALID,FULL,2026
1989,M,RICHLAND,WA,99354,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1983,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,VALID,FULL,2030
1990,F,BELLINGHAM,WA,98229,OUT-OF-STATE,D,SURRENDERED,FULL,2025
2000,F,AUBURN,WA,98002,OUT-OF-STATE,ID ONLY,,,2028
1939,M,KENT,WA,98032,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1993,F,LAKE STEVENS,WA,98258,OUT-OF-STATE,D,VALID,FULL,2030
1994,F,PORT ORCHARD,WA,98366,OUT-OF-STATE,D,VALID,FULL,2028
1969,M,OLYMPIA,WA,98501,OUT-OF-STATE,D,SUSPENDED,FULL,2027
1994,F,KIRKLAND,WA,98034,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1992,M,BOTHELL,WA,98011,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1996,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1988,F,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1983,M,ISSAQUAH,WA,98029,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1992,F,KENMORE,WA,98028,OUT-OF-STATE,D,SUSPENDED,FULL,2029
1989,F,LAKE FOREST PARK,WA,98155,OUT-OF-STATE,D,VALID,FULL,2026
1996,M,TACOMA,WA,98407,OUT-OF-STATE,D,VALID,FULL,2025
1952,M,SEATTLE,WA,98125,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1993,F,BELLEVUE,WA,98006,OUT-OF-STATE,ID ONLY,,,2025
1993,F,DUPONT,WA,98327,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1996,F,SILVERDALE,WA,98383,OUT-OF-STATE,D,VALID,FULL,2025
1999,M,SEATTLE,WA,98101,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1989,M,BELLEVUE,WA,98007,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1967,M,KENT,WA,98030,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1998,M,KENMORE,WA,98028,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1995,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1995,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2024
1978,F,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1985,M,NEWCASTLE,WA,98056,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1987,F,TACOMA,WA,98405,OUT-OF-STATE,D,SURRENDERED,NONE,2027
1995,F,AUBURN,WA,98002,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1994,M,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1986,F,REDMOND,WA,98052,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1992,F,QUINCY,WA,98848,OUT-OF-STATE,D,VALID,FULL,2031
1984,M,EVERETT,WA,98201,OUT-OF-STATE,DM,SURRENDERED,FULL,2029
1992,M,BURIEN,WA,98168,OUT-OF-STATE,D,VALID,FULL,2025
1969,M,FEDERAL WAY,WA,98003,OUT-OF-STATE,DM,SURRENDERED,FULL,2028
1995,M,SEATTLE,WA,98109,OUT-OF-STATE,ID ONLY,,,2025
1976,M,VANCOUVER,WA,98682,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1961,M,VANCOUVER,WA,98686,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1995,M,BONNEY LAKE,WA,98391,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1990,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1973,F,SEATTLE,WA,98168,OUT-OF-STATE,D,VALID,FULL,2028
1991,M,MCCHORD AFB,WA,98439,OUT-OF-STATE,D,SUSPENDED,FULL,2025
1985,M,LYNNWOOD,WA,98037,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1995,M,STANWOOD,WA,98292,OUT-OF-STATE,D,VALID,FULL,2029
1990,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1967,M,MAPLE VALLEY,WA,98038,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1982,M,LACEY,WA,98516,OUT-OF-STATE,E,VALID,FULL,2026
1979,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1998,M,SEATTLE,WA,98105,OUT-OF-STATE,ID ONLY,,,2026
1991,M,KIRKLAND,WA,98033,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1932,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,VALID,FULL,2026
1962,F,ANACORTES,WA,98221,OUT-OF-STATE,DM,VALID,FULL,2028
1986,M,SEATTLE,WA,98108,OUT-OF-STATE,D PERMIT,SURRENDERED,FULL,2025
1973,F,SEATTLE,WA,98144,OUT-OF-STATE,D,VALID,FULL,2029
1974,M,BATTLE GROUND,WA,98604,OUT-OF-STATE,D,VALID,FULL,2025
1962,F,YELM,WA,98597,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1998,M,SEATTLE,WA,98105,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1982,M,SEATTLE,WA,98112,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1998,F,SEATTLE,WA,98109,OUT-OF-STATE,D,VALID,FULL,2030
1971,M,VANCOUVER,WA,98662,OUT-OF-STATE,ID ONLY,,,2025
1969,M,LACEY,WA,98516,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1991,F,SEATTLE,WA,98168,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1982,F,RAINIER,WA,98576,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1953,M,ARLINGTON,WA,98223,OUT-OF-STATE,D,VALID,FULL,2027
1984,F,VANCOUVER,WA,98683,OUT-OF-STATE,DM,SURRENDERED,FULL,2026
1998,M,SEATTLE,WA,98125,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1993,F,EVERETT,WA,98204,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1997,M,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,VALID,FULL,2031
1990,M,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1981,M,SEATTLE,WA,98118,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1996,F,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1983,F,FEDERAL WAY,WA,98003,OUT-OF-STATE,D,VALID,FULL,2030
1979,F,TACOMA,WA,98498,OUT-OF-STATE,D,VALID,FULL,2027
1988,M,LAKE FOREST PARK,WA,98155,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1989,M,SHORELINE,WA,98177,OUT-OF-STATE,D,VALID,FULL,2029
1985,M,DUPONT,WA,98327,OUT-OF-STATE,E,SURRENDERED,FULL,2026
1938,F,NORTH BEND,WA,98045,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1991,M,WOODINVILLE,WA,98072,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1943,F,UNIVERSITY PLACE,WA,98467,OUT-OF-STATE,D,VALID,FULL,2028
1982,M,SEATTLE,WA,98104,OUT-OF-STATE,D,VALID,FULL,2029
1987,M,UNIVERSITY PLACE,WA,98466,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1995,M,TACOMA,WA,98409,OUT-OF-STATE,D,VALID,FULL,2027
2000,F,TACOMA,WA,98408,OUT-OF-STATE,D,VALID,FULL,2029
1976,M,LACEY,WA,98516,OUT-OF-STATE,D,VALID,FULL,2026
1985,F,OLYMPIA,WA,98502,OUT-OF-STATE,ID ONLY,,,2028
1982,F,REDMOND,WA,98052,OUT-OF-STATE,D,VALID,FULL,2025
1984,M,SEATTLE,WA,98199,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1994,M,SEATTLE,WA,98104,OUT-OF-STATE,D,VALID,FULL,2025
2000,F,RENTON,WA,98058,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1943,M,SEATTLE,WA,98126,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1993,M,FEDERAL WAY,WA,98023,OUT-OF-STATE,ID ONLY,,,2030
1989,F,BELLEVUE,WA,98007,OUT-OF-STATE,D,SURRENDERED,FULL,2024
2000,F,SEATTLE,WA,98126,OUT-OF-STATE,D,VALID,FULL,2029
1996,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D PERMIT,SURRENDERED,FULL,2025
1997,M,OAK HARBOR,WA,98277,OUT-OF-STATE,D,SUSPENDED,FULL,2026
1986,M,REDMOND,WA,98052,OUT-OF-STATE,E,SURRENDERED,FULL,2029
1965,M,TONASKET,WA,98855,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1987,M,SEATTLE,WA,98105,OUT-OF-STATE,D,VALID,FULL,2024
1993,F,SEATTLE,WA,98109,OUT-OF-STATE,D,VALID,FULL,2031
1978,M,OLYMPIA,WA,98501,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1984,M,OLYMPIA,WA,98501,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1997,F,FEDERAL WAY,WA,98023,OUT-OF-STATE,D,VALID,FULL,2025
1977,M,SNOHOMISH,WA,98290,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1976,F,YELM,WA,98597,OUT-OF-STATE,DM,SURRENDERED,FULL,2025
1988,F,SEATTLE,WA,98119,OUT-OF-STATE,ID ONLY,,,2032
1993,M,REDMOND,WA,98052,OUT-OF-STATE,ID ONLY,,,2030
1987,F,SEATTLE,WA,98125,OUT-OF-STATE,D,VALID,FULL,2025
1988,F,SEATTLE,WA,98103,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1989,F,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1988,F,SEATTLE,WA,98121,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1986,M,VANCOUVER,WA,98683,OUT-OF-STATE,D,SUSPENDED,FULL,2026
1965,F,RAYMOND,WA,98577,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1935,M,AUBURN,WA,98001,OUT-OF-STATE,ID ONLY,,,2028
1991,M,RENTON,WA,98058,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1968,F,ANACORTES,WA,98221,OUT-OF-STATE,ID ONLY,,,2026
1972,M,BONNEY LAKE,WA,98391,OUT-OF-STATE,ID ONLY,,,2026
1953,M,VANCOUVER,WA,98683,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1951,M,SEATTLE,WA,98121,OUT-OF-STATE,D,VALID,FULL,2028
1978,F,PUYALLUP,WA,98374,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1958,F,VANCOUVER,WA,98665,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1996,M,SPOKANE,WA,99201,OUT-OF-STATE,D,VALID,FULL,2026
1990,M,KIRKLAND,WA,98034,OUT-OF-STATE,D,SURRENDERED,FULL,2030
1943,M,SEATTLE,WA,98125,OUT-OF-STATE,D,SURRENDERED,FULL,2027
1981,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,SURRENDERED,FULL,2029
2000,M,SPOKANE,WA,99202,OUT-OF-STATE,D,VALID,FULL,2029
1981,F,MCCHORD AFB,WA,98439,OUT-OF-STATE,D,VALID,FULL,2028
1989,M,TACOMA,WA,98406,OUT-OF-STATE,D,VALID,FULL,2028
1987,F,SPOKANE,WA,99204,OUT-OF-STATE,ID ONLY,,,2026
1994,M,SEATTLE,WA,98102,OUT-OF-STATE,ID ONLY,,,2030
1980,F,SEATTLE,WA,98133,OUT-OF-STATE,D,SUSPENDED,FULL,2026
1985,M,SPOKANE,WA,99218,OUT-OF-STATE,ID ONLY,,,2025
2000,M,SPOKANE,WA,99217,OUT-OF-STATE,D,VALID,FULL,2029
1993,F,LACEY,WA,98516,OUT-OF-STATE,E,VALID,FULL,2026
1978,F,PORT LUDLOW,WA,98365,OUT-OF-STATE,D,VALID,FULL,2026
1988,F,SEATTLE,WA,98199,OUT-OF-STATE,D,VALID,FULL,2028
1990,F,RENTON,WA,98058,OUT-OF-STATE,D,VALID,FULL,2029
1990,M,KIRKLAND,WA,98034,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1997,F,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2029
1987,M,LAKEWOOD,WA,98498,OUT-OF-STATE,D,SUSPENDED,FULL,2029
1961,F,VANCOUVER,WA,98682,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1990,F,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,VALID,FULL,2027
1989,M,BURIEN,WA,98148,OUT-OF-STATE,D,SURRENDERED,FULL,2026
1964,F,BURIEN,WA,98168,OUT-OF-STATE,D,VALID,FULL,2028
1984,F,LYNNWOOD,WA,98087,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1999,F,SEATTLE,WA,98117,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1996,M,BOTHELL,WA,98021,OUT-OF-STATE,D,SURRENDERED,FULL,2028
1976,F,PORT ORCHARD,WA,98367,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1986,M,JOINT BASE LEWIS MCCHORD,WA,98433,OUT-OF-STATE,D,VALID,FULL,2026
1992,M,SEATTLE,WA,98107,OUT-OF-STATE,D,VALID,FULL,2029
1986,M,BREMERTON,WA,98311,OUT-OF-STATE,D,SUSPENDED,FULL,2029
1988,M,SEATTLE,WA,98109,OUT-OF-STATE,D,SURRENDERED,FULL,2025
1993,M,BELLEVUE,WA,98004,OUT-OF-STATE,D,SURRENDERED,FULL,2028
